,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_j,ratingHashReview_j,ratingAccountReview_j,ratingNoTweet_q,ratingHashReview_q,ratingAccountReview_q,ratingTwitter3_j,ratingTwitter4_j,ratingTwitter3_q,ratingTwitter4_q,ratingLike_j,ratingLike_q,ratingView_j,ratingView_q,ratingWebsite_j,ratingWebsite_q,finalRating1,finalRating2,finalRating3,finalRating4
400,???????,????? Boy Love Lovely Room,2,'??????????' '*??????????' ?????????????? ?????? ??????????????????!!,2,??,2,https://cdn.readawrite.com/articles/2308/2307346/thumbnail/,2,??????????,#??????????,43,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
410,imyouth,????? Boy Love Lovely Room,2,??????????????????????????????????????????????????????????????,2,??,1,https://cdn.readawrite.com/articles/2315/2314287/thumbnail/,2,"????????,????????????????,????????",This love must have you#????????????????,51,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
430,Nattarr.,????? Boy Love Secret Room,5,(PWP)? ??????????????????????????? ????????????????????????????????????????? ???????????????????????,13,??,0,https://cdn.readawrite.com/articles/2330/2329538/thumbnail/,3,"Boy Love/Yaoi,Love,????????,omegaverse,scent,PWP",(Omegaverse)? Like a scent -? #??????????????? [Boy\'s Love]?,65,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
462,duck,????? Boy Love Lovely Room,3,"""??????????????????????????? ??????????????????????????""",9,??,0,https://cdn.readawrite.com/articles/2350/2349767/thumbnail/,3,"Kimetsu no Yaiba,uzen,???????????,????,????,Zenitsu,uzui,Boy Love/Yaoi",#??????????? | Uzen,67,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
505,??????,????? Boy Love Secret Room,2,?????????????????????? ??????????????????????????????,6,??,1,https://cdn.readawrite.com/articles/2375/2374757/thumbnail/,2,,Your mine ?????? #??????????,44,??????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
656,????????????,????? Boy Love Lovely Room,3,''???????.. ????????????????????????????????.. ?????1????? '',2,??,1,https://cdn.readawrite.com/articles/1613/1612169/thumbnail/,2,,#??????????????????,42,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
743,TOMTOON,????? Boy Love Lovely Room,4,????????????????????????????? ???????????????????????????????? ??????? ???????????? ????????????????,1,??,1,https://cdn.readawrite.com/articles/1686/1685040/thumbnail/,3,"????????,???????!???????????,????????",??????? ??????????? #????????,63,??????????????????,????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
775,? ? ? ? ? ? ?,????? Boy Love Lovely Room,2,"""???????????????????????????????? ??????"" ...?????????????????????????????????????????",4,??,0,https://cdn.readawrite.com/articles/1674/1673745/thumbnail/,2,"Boy Love/Yaoi,????????",not friend #?????????????????,41,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
820,?????????,????? Boy Love Lovely Room,2,??????????????? ???????????????????????? ????????????????????????????????????????????? ?????????????,3,??,0,https://cdn.readawrite.com/articles/1749/1748423/thumbnail/,2,"????????,Boy Love/Yaoi,????????,????????,18+,?????????????,???,?????????????,??????????,?????,????????",DOTE #?????????????,33,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
936,??????????,????? Boy Love Lovely Room,3,..,2,??,2,https://cdn.readawrite.com/articles/1811/1810536/thumbnail/,3,,[yaoi]#????? ?????????????????????????????,77,,??????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
970,Alonegun??,????? Boy Love Secret Room,2,?????????????????????????????????????????????,1,??,0,https://cdn.readawrite.com/articles/1887/1886065/thumbnail/,2,"?????????????,???????,Boy Love/Yaoi,????????,????????",You\'re Mine #?????????????,16,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
989,????????????????:),????? Boy Love Lovely Room,2,"""??????""??????????????????????????????????????????????????????????????????? ???""????????""???????????",2,??,2,https://cdn.readawrite.com/articles/1900/1899577/thumbnail/,2,"???????????,??????,????????,???????",love ??????* #???????????,70,??????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1.3,1,1,1,1
11,???????????,????? Boy Love Lovely Room,0,?????????????????????????? ????????????????????????????????. #???????????????,1,??,1,https://cdn.readawrite.com/articles/1964/1963207/thumbnail/,0,"Boy Love/Yaoi,????????,????????,??????,????????????,????????????????,Storyof???????",Story of ??????? ????????????????????? #???????????????,35,????????????????????????????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
17,????????,????? Boy Love Lovely Room,0,""" ?????????????????????????????? ????????? """,3,??,0,https://cdn.readawrite.com/articles/1968/1967883/thumbnail/,0,???????????,#???????????,13,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
19,mauve,????? Boy Love Lovely Room,0,sung's #??????: ????? Boy Love Lovely Room,0,??,0,https://cdn.readawrite.com/articles/1970/1969147/thumbnail/,0,"????????,????????,????????????,Yoai,Boy Love/Yaoi,Boy love / Yaoi / ?????????",sung\'s #??????,32,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34,treestump,????? Boy Love Lovely Room,0,????????????????????? ??????????????? ?????????????????? ???????????????????????,1,??,0,https://cdn.readawrite.com/articles/1940/1939067/thumbnail/,0,,???????????? #????01,40,????????????,????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
42,whale in your room,????? Boy Love Lovely Room,0,???????????????????????????????????????????????????????????? ??????????????,1,??,2,https://cdn.readawrite.com/articles/1987/1986744/thumbnail/,0,"????????,???????????,??????? / fantasy",I whale you so much (BL) #????????,39,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
44,?????????????,????? Boy Love Lovely Room,1,*??????????????? ??????????????? ??.??????????????????????????? >0,6,??,0,https://cdn.readawrite.com/articles/1988/1987089/thumbnail/,1,"Boy Love/Yaoi,????????,18+,??????,?????????????,?????????????,????????,????????????,????????",#????????,68,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
45,?????????????,????? Boy Love Secret Room,1,*??????????????? ??????????????? ??.??????????????????????????? >0,4,??,0,https://cdn.readawrite.com/articles/1988/1987103/thumbnail/,1,"Boy Love/Yaoi,18+,????????,????????,?????????????,????????????,????????,?????????????",#?????????????,79,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
51,MySoulmate,????? Boy Love Lovely Room,0,??????????????????????????,1,??,0,https://cdn.readawrite.com/articles/1990/1989249/thumbnail/,0,?????????????,#?????????????,31,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
74,Zee_cat,????? Boy Love Lovely Room,1,"""???????????? ?????????????????????????? ?????????!!""",3,??,1,https://cdn.readawrite.com/articles/2005/2004587/thumbnail/,1,"??????????????,??????????,?????????????",#???? ??? ???,32,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
79,????????,????? Boy Love Secret Room,1,"""?????????? ???????????????????????????????????????????????????????????????????? ???????????????????",2,??,1,https://cdn.readawrite.com/articles/2013/2012249/thumbnail/,0,"??????,???????,???,Boylove/Yaoi,???????????",Exhausting life.#??????????????????????????????????????????????,71,,??????????????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
83,Benja min,????? Boy Love Lovely Room,0,"???????????????????????????????????????????????????? ?????????????? ""???"" ??????????????????????????",0,??,0,https://cdn.readawrite.com/articles/1975/1974100/thumbnail/,0,"bl,Boylove/Yaoi,Yaoi",#???????? ??????? ?????,10,,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
85,ZE_lcecream,????? Boy Love Secret Room,1,..????????????????????????????? ??????????????? ????????????????????? ??????????? ??????????? ?????,0,??,7,https://cdn.readawrite.com/articles/1977/1976295/thumbnail/,1,,Secret of love #???????..???????????,68,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
89,?.?.?????,????? Boy Love Secret Room,0,???????????? ??????????????????????????? #?????????,5,??,1,https://cdn.readawrite.com/articles/1978/1977381/thumbnail/,0,,??????? #??????? [MPREG/BL],44,???????,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
95,AbewtieSK,????? Boy Love Lovely Room,1,?????????????????????????????????? ??????????,1,??,3,https://cdn.readawrite.com/articles/2029/2028262/thumbnail/,0,"????????,#Mpreg",?????????????? #??????,69,??????????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
96,??????????????????????????????????????????,????? Boy Love Lovely Room,0,???????????????????????????? ???????????????????? ????????????????????? ??????????????????? ????????,0,??,1,https://cdn.readawrite.com/articles/2028/2027452/thumbnail/,0,"???????,?????????",???????????????????????????? #???????????????????????,64,????????????????????????????,???????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
115,????????,????? Boy Love Secret Room,2,"""?????????????????? ??????????????????? ???????????????? ?????????????????????? ??...???????????????",3,??,1,https://cdn.readawrite.com/articles/2050/2049577/thumbnail/,1,,life ????????????????????????????:)#????????????????????????????????,71,????????????????????????????,??????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
116,092-20-4_5,????? Boy Love Lovely Room,1,"#?????? ""??????? ??????????????????????????"" ""???????????????????????"" ??????????????",2,??,1,https://cdn.readawrite.com/articles/2052/2051615/thumbnail/,1,"Boy Love/Yaoi,??????,feelgood,thoughts,??????",- Thoughts : #??????? -?,40,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
130,dannelion,????? Boy Love Lovely Room,1,??????????? ?????????????????????????,3,??,0,https://cdn.readawrite.com/articles/2022/2021408/thumbnail/,1,"Boy Love/Yaoi,????????,??????????",168 Hours #??????????,34,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
134,????????????????.,????? Boy Love Lovely Room,0,'???????????????????????????????????????????????????',2,??,0,https://cdn.readawrite.com/articles/2025/2024885/thumbnail/,0,"??????? / fantasy,Boy love / Yaoi / ?????????,Yaoi/BL,ASECRETOFVIXEN,????????????????????",A SECRET OF VIXEN #????????????????????,50,,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
137,????????????,????? Boy Love Lovely Room,0,????? ???? ???????????????????????????????,1,??,2,https://cdn.readawrite.com/articles/2028/2027161/thumbnail/,0,"18+,Boy Love/Yaoi,??????,????????,???????????,??????,????????,???,????????",You are my list music #???????????,60,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
154,mad mania,????? Boy Love Lovely Room,0,?????????????????????????????????? ?????????????????????????????????????? ??????????????????????????,1,??,1,https://cdn.readawrite.com/articles/2088/2087353/thumbnail/,0,"Boy Love/Yaoi,????????,?????????????,????????",MR. LANDLORD #????????????,54,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
159,mally,????? Boy Love Lovely Room,0,????????????????????????????????????????,1,??,1,https://cdn.readawrite.com/articles/2095/2094902/thumbnail/,0,"Boy Love/Yaoi,??????,????????,????????",Chicken back #????????????,26,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
174,It\'s your turn -\'-\'-,????? Boy Love Lovely Room,0,- ?????????????????? ?????????????????????????????? -,0,??,1,https://cdn.readawrite.com/articles/2065/2064689/thumbnail/,0,,It\'s to rainny #??????,30,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
177,???????,????? Boy Love Lovely Room,2,????????????????????? ???????????????????????????????,3,??,1,https://cdn.readawrite.com/articles/2069/2068040/thumbnail/,1,"??????,??????????,?????????????????2,??????,????????????",#??????,60,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
179,fluffy_Peach,????? Boy Love Lovely Room,0,???????????????????????? ????????????????????????? ???????...,2,??,2,https://cdn.readawrite.com/articles/2116/2115927/thumbnail/,0,"peachfiction,#?????????? #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ?????????",I\'m allergic to \'LOVE\' #?????????? (BL),56,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
180,fluffy_Peach,????? Boy Love Lovely Room,0,???????????????????????????????????????????????????????????? ???????...?????????????????????????????,0,??,0,https://cdn.readawrite.com/articles/2116/2115756/thumbnail/,0,"peachfiction,#?????????? #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ?????????",Spring Night #???????? (BL),19,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
182,fluffy_Peach,????? Boy Love Lovely Room,0,????????????????????????????????????????????????????????????????? ??????????????????????????????????,2,??,0,https://cdn.readawrite.com/articles/2116/2115806/thumbnail/,0,"peachfiction,#?????????? #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ?????????",Winter Night #????????? (BL),30,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
183,fluffy_Peach,????? Boy Love Lovely Room,0,???????????? ????????????????????????????????????????????????????????? ?????????????????????????????,3,??,0,https://cdn.readawrite.com/articles/2116/2115842/thumbnail/,0,"peachfiction,#?????????? #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ?????????,Boy love / Yaoi",Rainy Night #?????????? (BL),43,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
184,fluffy_Peach,????? Boy Love Lovely Room,0,????????????????????????????? ??????????????????????????????????????????????????????????????????????,1,??,0,https://cdn.readawrite.com/articles/2116/2115866/thumbnail/,0,"peachfiction,#?????????? #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ?????????",Auturm Night #??????????? (BL),28,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
188,powerpanther,????? Boy Love Lovely Room,2,????????????????????????????,2,??,2,https://cdn.readawrite.com/articles/2125/2124547/thumbnail/,1,"Boy Love/Yaoi,18+,???,????????,???????,????????",#??????? (yaoi),66,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
193,???????.,????? Boy Love Lovely Room,0,"""??????..."" ???????????????????????...",2,??,0,https://cdn.readawrite.com/articles/2129/2128999/thumbnail/,0,,?????????? ??????????? #???????,41,?????????????????????,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
196,?????????????,????? Boy Love Secret Room,0,????????????????? ?????????????,0,??,0,https://cdn.readawrite.com/articles/2131/2130373/thumbnail/,0,,????????????? #?? ????NC,64,?????????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
202,??????????,????? Boy Love Lovely Room,1,????????????????????...??????????????????????????????????????,2,??,1,https://cdn.readawrite.com/articles/2139/2138849/thumbnail/,1,"????????,????????,????",{Y} Dangerous Love (#????),40,,????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
206,locroos,????? Boy Love Lovely Room,0,"?????????????????? "" ?????? "" ??? "" ????????????????????????? """,1,??,1,https://cdn.readawrite.com/articles/2106/2105182/thumbnail/,0,,??????????????? #??,26,???????????????,??,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
210,Arwen wee,????? Boy Love Lovely Room,1,???????????????????????????????????????? ????????????????????????????????????? ??????????? ?????????,1,??,2,https://cdn.readawrite.com/articles/2159/2158817/thumbnail/,1,,Love or not #?????????? ???????????,63,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
211,????????????,????? Boy Love Lovely Room,0,??????????????????????? ??????????????????????? ??????????????????? ??????????????????? ????????????,2,??,0,https://cdn.readawrite.com/articles/2159/2158451/thumbnail/,0,"??????????,????????,?????,???????????,????",????????????????? #??????????,21,?????????????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
221,MIND-MO,????? Boy Love Lovely Room,0,??????????????????!???????????????????????????????????????????????????????????????? '?????????3162',1,??,0,https://cdn.readawrite.com/articles/2166/2165976/thumbnail/,0,?????????????,My love was born in the Wit room.#?????????3162.,25,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
225,???_Moon??,????? Boy Love Lovely Room,2,???????????? ????????????????????? ????????????????????? ?????????????????? TwT,4,??,0,https://cdn.readawrite.com/articles/2169/2168321/thumbnail/,1,"????????,Mpreg,???????????,??????????,??????????,??????????????????",?????????? #??????????,41,??????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
226,???????????????,????? Boy Love Lovely Room,0,?????????????????????????????????????????????????? '????????????????',0,??,0,https://cdn.readawrite.com/articles/2169/2168328/thumbnail/,0,,#????????????????,18,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
230,itsme,????? Boy Love Secret Room,1,?????????????? ?????????????????????,6,??,2,https://cdn.readawrite.com/articles/2175/2174092/thumbnail/,1,,#????????????????,62,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
236,pealo,????? Boy Love Secret Room,0,?????????????????????? ..?????????????????????,2,??,1,https://cdn.readawrite.com/articles/2180/2179138/thumbnail/,0,"Boy Love/Yaoi,18+,????????,???",#???????????????????????,63,,???????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
237,maple syrup,????? Boy Love Lovely Room,1,??????????????????????????? ????????????????,3,??,1,https://cdn.readawrite.com/articles/2182/2181286/thumbnail/,1,nielong,#??????????? |nielong,57,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
239,KT,????? Boy Love Lovely Room,1,?? ?????? ????????!!!,3,??,1,https://cdn.readawrite.com/articles/2183/2182823/thumbnail/,1,"Boy love / Yaoi / ?????????,Fanfiction ??????????",#i ????????????,36,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
247,Yarat,????? Boy Love Secret Room,0,"""????????????????????????????????????????????? ?????????????????????????????????"" ""????????????????",4,??,0,https://cdn.readawrite.com/articles/2187/2186358/thumbnail/,0,"????????,Boy Love/Yaoi,Yaoi,????????,??????????????,????????,Limerence,????????","I’m yours, You are mine #????????",79,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
248,timeofday,????? Boy Love Lovely Room,0,“ ???????????! ” “ ??????...???????????? ”,0,??,1,https://cdn.readawrite.com/articles/2145/2144528/thumbnail/,0,"snooker,DelandMilk,???????????",Love of snooker #?????????,39,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
263,Ms.Duck,????? Boy Love Lovely Room,0,????????????????????????????????????????????????...?????????,4,??,2,https://cdn.readawrite.com/articles/2200/2199493/thumbnail/,0,"??????,?????????????,????????",???????????? ???????? #???????????????????,61,,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
269,???????????,????? Boy Love Lovely Room,1,?????????????????? ????????????????????? ????????????????????????????,8,??,0,https://cdn.readawrite.com/articles/2203/2202949/thumbnail/,1,"????????????????????,??????,?????????,?????????????????,theprinceoftennis",Are U hungry ? #?????????????????,61,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
271,??????????,????? Boy Love Secret Room,0,"????????????...""????""?????????????",0,??,0,https://cdn.readawrite.com/articles/2206/2205871/thumbnail/,0,,CLITERATURE ; #?????????,31,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
273,prt.c,????? Boy Love Lovely Room,0,#?????????????????: ????? Boy Love Lovely Room,1,??,0,https://cdn.readawrite.com/articles/2207/2206928/thumbnail/,0,"?????????????????,#?????????",#?????????????????,18,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
275,??????????,????? Boy Love Lovely Room,0,??????????????????????? ??????????????? ?????????????????????????????????????????????!!,0,??,0,https://cdn.readawrite.com/articles/2211/2210496/thumbnail/,0,"Boy Love/Yaoi,??????,????????,????????",[Yaoi] ??????????? ?????? #???????,27,?????????????????,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
281,j_jaoaoey,????? Boy Love Secret Room,1,‘???????????????????????????????’,4,??,0,https://cdn.readawrite.com/articles/2218/2217400/thumbnail/,1,,My tiger ??????? #??????????,56,???????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
283,???????? LV : 0.1,????? Boy Love Lovely Room,3,??????????????????????????????!! ???!! ??????!!,3,??,1,https://cdn.readawrite.com/articles/2221/2220569/thumbnail/,1,"????????????,???,???,?????????????????",???????????? #????????????,39,????????????,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
293,?????????????,????? Boy Love Lovely Room,0,Cool????????????? ??????????????????????????:(,0,??,0,https://cdn.readawrite.com/articles/2230/2229078/thumbnail/,0,"Boy Love/Yaoi,????????,????????",My heart is you #????????,9,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
297,missseoultower,????? Boy Love Lovely Room,0,???????????????????????????????????,2,??,1,https://cdn.readawrite.com/articles/2187/2186896/thumbnail/,0,,#?????????? (yaoi),22,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
298,season.,????? Boy Love Lovely Room,0,"?????????????????????????? ""?????????????????!""",2,??,0,https://cdn.readawrite.com/articles/2187/2186961/thumbnail/,0,"Boy love / Yaoi / ?????????,gamer,Yaoi,?????????????????",#?????????????????,17,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
305,JOFUO???,????? Boy Love Lovely Room,0,?????????????????????? ???????????????????????????,0,??,0,https://cdn.readawrite.com/articles/2192/2191161/thumbnail/,0,"Twinflame,bl,Boy Love/Yaoi,????????,????????,???????????????????????????",SQ u ArE #???????????????????????????,16,,???????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
306,buapahungnubnab,????? Boy Love Lovely Room,1,???????????????????????,1,??,1,https://cdn.readawrite.com/articles/2192/2191195/thumbnail/,1,,#????????????????????,30,,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
309,KKJ,????? Boy Love Lovely Room,1,“????????” ????????????? “??????” - ??????????????????????????? -,0,??,0,https://cdn.readawrite.com/articles/2194/2193202/thumbnail/,1,"???????,????????,??????",???????? #???????,15,????????,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
316,Mr. Muggle,????? Boy Love Lovely Room,1,"""???????????????????????? ????????""",1,??,3,https://cdn.readawrite.com/articles/2199/2198057/thumbnail/,1,,Two issue #????????,59,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
326,Esther,????? Boy Love Secret Room,0,"""??????????? ????? ???????????????????????????????????????????????????"" ""???....."" ""????????????????",0,??,0,https://cdn.readawrite.com/articles/2251/2250473/thumbnail/,0,"I'm not him,???????????????",I\'m not him #???????????????,11,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
330,??????????????????????,????? Boy Love Secret Room,0,"????????????? ???????????????????????? ??????? ""??????""",3,??,0,https://cdn.readawrite.com/articles/2253/2252992/thumbnail/,0,,#?????? #???????????????????? [YAOI],48,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
334,???????????????,????? Boy Love Lovely Room,0,????????? ???????????? ???????????????????? ???????????????????????,1,??,1,https://cdn.readawrite.com/articles/2257/2256040/thumbnail/,0,,#????????????? | Toya x Yukito | #colourverse,43,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
335,tuskkii,????? Boy Love Lovely Room,1,??????????????????????????????? ?????????????????????????????????????????????????????????????? ?????,1,??,0,https://cdn.readawrite.com/articles/2257/2256462/thumbnail/,1,"????????,????????????????",#????????,16,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
339,-Drunkard-,????? Boy Love Lovely Room,1,???? 04:49 AM ????????????????????????????????...,4,??,0,https://cdn.readawrite.com/articles/2263/2262059/thumbnail/,0,"Boy Love/Yaoi,18+,????????,??????,???????????????",04:49 AM #???????????????,40,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
345,???????????????,????? Boy Love Lovely Room,1,"""????????? ?????????????????????????"" ""????????? ?????????????"" ""???????????????????????????????????",2,??,1,https://cdn.readawrite.com/articles/2267/2266045/thumbnail/,1,"????????????/Sci-Fi/?????????,Boy Love/Yaoi,???????????/?????????/????????????,?????????,?????FeelGood,?????,???????????,??????????,?????????,??????????,?????????,??????????,??????????,????????????,????????,????????,???,??????,??????,?????????",#?????????????????,44,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
347,??????????????????????,????? Boy Love Secret Room,0,?????? ?????? ?????????????????????????????????? ?????????????????????????????? ????????????????????,1,??,2,https://cdn.readawrite.com/articles/2267/2266257/thumbnail/,0,"18+,Boy Love/Yaoi,????????,??????",????????????????? #??????????????? [ Boy Love/Yaoi],38,?????????????????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
348,jdpp,????? Boy Love Lovely Room,0,“???????????????????????????????????????” “??????????????????????????????????????,1,??,2,https://cdn.readawrite.com/articles/2267/2266590/thumbnail/,0,"Boy Love/Yaoi,????????,????????,???????????????,??????????",#??????????,50,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
356,??????????????????????,????? Boy Love Lovely Room,1,?????????????????????????????????????????????????????????? ?????????????????????????????????????????,3,??,1,https://cdn.readawrite.com/articles/2272/2271385/thumbnail/,1,"Boy Love/Yaoi,????????,??????,??????,18+",until the sun rises again #????????????????????? (Yaoi),69,,?????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
360,????????,????? Boy Love Lovely Room,1,????????????????????????????????????????!!!!,3,??,0,https://cdn.readawrite.com/articles/2233/2232135/thumbnail/,1,"?????,Boy Love/Yaoi",#??????????????????,36,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
