,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_j,ratingHashReview_j,ratingAccountReview_j,ratingNoTweet_q,ratingHashReview_q,ratingAccountReview_q,ratingTwitter3_j,ratingTwitter4_j,ratingTwitter3_q,ratingTwitter4_q,ratingLike_j,ratingLike_q,ratingView_j,ratingView_q,ratingWebsite_j,ratingWebsite_q,finalRating1,finalRating2,finalRating3,finalRating4
665,LadyYuly,????? Boy Love Lovely Room,386,‘?????? ??????????’ [????] [????????????????????????????] ‘???????????????????? ??,812,??,29,https://cdn.readawrite.com/articles/1624/1623120/thumbnail/,149,"feelgood,Boy Love/Yaoi,????????,????????,?????????????",???????????????????? #?????????????????? yaoi,30527,????????????????????,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
679,thejoon.,????? Boy Love Lovely Room,259,???? ????? ????????????? ????????????????? ??????????????????????????????,921,??,2,https://cdn.readawrite.com/articles/1589/1588294/thumbnail/,178,"Fanfiction ??????????,NCT,JAEYONG,????,Boy Love/Yaoi,????????,???????????",PROPHET JAY #????????,8756,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
693,?????????,????? Boy Love Secret Room,68,"""????????????????????????????????...” ????????????????????????????? ??????????????????????????",192,??,1,https://cdn.readawrite.com/articles/1595/1594978/thumbnail/,57,"18+,????????,Boy Love/Yaoi,???????",#??????????????????????????????????,20547,,??????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
699,omoplus,????? Boy Love Lovely Room,200,'????????????????????????????????????????????????',936,??,16,https://cdn.readawrite.com/articles/1645/1644881/thumbnail/,92,"????????,????????????????,?????????????,18+,Boy Love/Yaoi,???",Deposited #????????????????,30349,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
701,Tartkhai,????? Boy Love Lovely Room,"1,007",???????????????????????????????????? ??????????????????????????????????????????...,"2,503",??,42,https://cdn.readawrite.com/articles/1649/1648183/thumbnail/,336,"????????,????????????????,????,???????",[Pre- Order] ??????????????????????? (Mpreg) #????????,154294,???????????????????????,????????,,,,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,1.7,1.7,1.7,1.7
702,Tartkhai,????? Boy Love Lovely Room,160,?????????? ?????????????????,655,??,19,https://cdn.readawrite.com/articles/1650/1649854/thumbnail/,67,"????????,????????????????,???????????????,????,???????????????",[??]???????????????????????? (Mpreg) #??????????,12395,????????????????????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
704,?Halin,????? Boy Love Secret Room,462,“????????????????????? ??????????????????? ??????????????????????????? ???????????????????????,652,??,18,https://cdn.readawrite.com/articles/1651/1650415/thumbnail/,171,"????????,Boy Love/Yaoi,??????,?????????????,??????,18+,Halin,????????",???????? I\'m yours #????????,42531,????????,????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
708,????????????????????,????? Boy Love Lovely Room,265,"""Mum Who is my dad ??? ???????????"" ????????????????????????????????????????????????????? ??????????",888,??,22,https://cdn.readawrite.com/articles/1655/1654010/thumbnail/,117,,#??????????????? My husband is a boss (Mpreg),53089,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
710,??????????????? (Dai),????? Boy Love Secret Room,"4,510","""???????? ???????????????????????????????????"" ??? 2020","12,251",??,39,https://cdn.readawrite.com/articles/1656/1655678/thumbnail/,2071,"Boy Love/Yaoi,18+,????????,SM,?????????????,???",[END] #????????????????????????????????,881649,,????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,1.7,1.7,1.7,1.7
716,Perthris,????? Boy Love Lovely Room,352,?.2 x ??4 ????????????????????????... ???????????????????????????????...,982,??,35,https://cdn.readawrite.com/articles/1665/1664564/thumbnail/,126,"18+,????????,????,????????,?????,????????,???,Boy Love/Yaoi,?????.2????????????????4,??????",My Boy ?????.2????????????????4 (????) #???????????,70278,?????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
727,JackXy Wu,????? Boy Love Secret Room,"2,569","""???? ??????????????????????????????? ????????????????..."" ??????????????????????????????????? #????","5,993",??,36,https://cdn.readawrite.com/articles/1630/1629272/thumbnail/,1066,"??????????????,?????????????,????????????,???????????????",?????????????????? DM ???? #?????????????? ???????????????? ??????????? ?????????????????????????????????????,299479,??????????????????,??????????????????????????????????????????????????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,1.7,1.7,1.7,1.7
739,ninedecember,????? Boy Love Lovely Room,348,??????????????????????????????? ?????????????????????????????,"1,477",??,2,https://cdn.readawrite.com/articles/1638/1637914/thumbnail/,172,"???????????,????????,Boy Love/Yaoi,Mpreg",?????? #????? [ yaoi | Mpreg ],26035,??????,?????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
767,panyo,????? Boy Love Secret Room,144,“???????????????????????? ??????” “?????”,382,??,8,https://cdn.readawrite.com/articles/1708/1707264/thumbnail/,58,"?????,choseok,?????????,X1,#PRODUCEX101","POISON ME, DADDY #?????????????? (mpreg) | choseok",12023,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
774,????????????_,????? Boy Love Secret Room,355,????????????????????????????????????????????????????????????????????????????????????????????????????,396,??,1,https://cdn.readawrite.com/articles/1673/1672399/thumbnail/,210,"kookv,18+",[cut] hacker #??????????,16968,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
776,S.Husky,????? Boy Love Secret Room,"1,898",???????????????????????????????? ?????????????????????? ???????????????? ???????????????????????????,"5,322",??,24,https://cdn.readawrite.com/articles/1674/1673971/thumbnail/,923,"Mpreg,Boy Love/Yaoi,????????,sexfantasy,???????NC,?????????????,????????????????",#????????????? (3P/Omegaverse),463795,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,1.7,1.7,1.7,1.7
784,?????????????,????? Boy Love Lovely Room,201,???????????????? ?????????????????????? ???????????????????? ?????????????????????? ????????????????,799,??,12,https://cdn.readawrite.com/articles/1678/1677164/thumbnail/,106,"??????????????????,Boy Love/Yaoi,Mpreg,????????,*?????????????",#?????????????????????????? {Mpreg },21849,,??????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
793,???????????????????????,????? Boy Love Secret Room,176,??????????????????????????????????????? ??????????????????????????????????? ????????????????????????,"1,170",??,95,https://cdn.readawrite.com/articles/1683/1682222/thumbnail/,72,"????????,18+,????????????,Boy Love/Yaoi,?????????????,NC,NC18+,sex,????P,??????????,????,?????????,????????,??????,???????,3p,???????,????????,???????,??????",#??????????????sex | ??????????????????????????????????,137051,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
795,Aurora_9,????? Boy Love Secret Room,134,"""??????????????? ?????????????? ???????????????????????????????????????????????""",532,??,4,https://cdn.readawrite.com/articles/1685/1684206/thumbnail/,96,"Boy Love/Yaoi,18+,????????,????????,SM,?????????????,???",LOVE SEX #???????????????,14611,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
816,++saisioo++,????? Boy Love Lovely Room,"4,390",?????????????????????????????????????? ??????????????????????????????????????????????????!,"7,761",??,35,https://cdn.readawrite.com/articles/1746/1745732/thumbnail/,1147,,TALK #??????? [Yaoi],517603,,???????,,,,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,1.7,1.7,1.7,1.7
833,SweetGuMMy,????? Boy Love Secret Room,210,'???????' ??? '??????????' ??????????????????????????????????? ????????????????????????????????????,548,??,7,https://cdn.readawrite.com/articles/1757/1756910/thumbnail/,109,"??????????,??????,??????????,????????,???",??????????????????????? #???????????,21277,???????????????????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
854,??????????????? (Dai),????? Boy Love Secret Room,706,"""????????????????????????????""","2,574",??,8,https://cdn.readawrite.com/articles/1776/1776000/thumbnail/,351,"Boy Love/Yaoi,18+,????????,??????,????????,?????????????,SM",#???????????????????????,87493,,???????????????????????,,,,0,0,0,0,0,0,0,0,0,0,2,5,1,5,1.3,5,1.7,1.7,1.7,1.7
855,?????????????????,????? Boy Love Secret Room,157,??????????????????????????????? ???????????????????????? ????????????????????????? ?????????????????,322,??,14,https://cdn.readawrite.com/articles/1778/1777238/thumbnail/,66,,?????? #[set ??????????2],23548,??????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
869,Mizato,????? Boy Love Secret Room,335,?????? [?????] ?????? ?????????????????????????????????? ????????????...,956,??,3,https://cdn.readawrite.com/articles/1787/1786758/thumbnail/,194,"Boy Love/Yaoi,18+,????????,?????????????",????????????????? #??????,41420,?????????????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
895,???????????,????? Boy Love Secret Room,"2,299","""???...???""??????????????????????????? .....""?????????????????????..???""????????????????????????????","3,562",??,60,https://cdn.readawrite.com/articles/1767/1766935/thumbnail/,560,"??????????,???????,??????,Boy Love/Yaoi,Boy love / Yaoi / ?????????,Yaoi/BL,???????,??????????,???????,????????,??????,????????,???????,????????????,?????????????,??????,????,18+,Mpreg,????????",[END]????????????????????(Mpreg)(????????)#??????????,340284,????????????????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,1.7,1.7,1.7,1.7
908,????????????,????? Boy Love Lovely Room,857,???????????????????????????????????????????? ???????????????????????????????!? ?????????????????????,"1,762",??,22,https://cdn.readawrite.com/articles/1821/1820200/thumbnail/,319,"????????,??????????,?????????????,????????,??????????,???,??????????????,????????????????????","?????????????????????? #?????????????? (Y,????????)",82412,??????????????????????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
913,MikaellA,????? Boy Love Lovely Room,222,?????????????????????????????????????????????? ????????... ????????..????????? ???????..????????? ?,527,??,18,https://cdn.readawrite.com/articles/1826/1825439/thumbnail/,97,"Boy Love/Yaoi,????????,????????????,???,???????",(YAOI)#???????????????????,18915,,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
923,??????????????? (Dai),????? Boy Love Secret Room,518,PWP & HAREM ??????????????????????????????????????????? ????????????????????????,"2,714",??,5,https://cdn.readawrite.com/articles/1841/1840719/thumbnail/,280,"??????,PWP",#?????????? (????????????? 2),104884,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
929,mareepoko,????? Boy Love Lovely Room,130,"""???????????????? ????????????????????? ???????? ???????? ??????????"" ???????? ?????????????????????",409,??,7,https://cdn.readawrite.com/articles/1805/1804876/thumbnail/,65,"Boy Love/Yaoi,????????,18+,????????,?????????????,???,???????????",#?????????????????????????,9078,,?????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
939,Littlepig,????? Boy Love Lovely Room,"15,124",???????????????????????????????????????????????????????????????????? ???????????????????????????????,"22,987",??,44,https://cdn.readawrite.com/articles/1856/1855950/thumbnail/,4235,"Boy Love/Yaoi,????????,18+,????????,??????,???,Mpreg,omegaverse",Pre-Order [omegaverse] Finding White Dahlia #????????????? ????????? 10/12/63,2035258,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,5,1.7,1.7,1.7,1.7
941,???????????,????? Boy Love Lovely Room,207,??????????????????????????????? ???????????????????????????????????????????????,"1,218",??,1,https://cdn.readawrite.com/articles/1862/1861706/thumbnail/,149,"????????????????????????,Boy Love/Yaoi,????????,Mpreg",#???????????????????????? (Omegaverse),10056,,????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
953,Khaosap,????? Boy Love Lovely Room,283,?????????????????????????????? ?????????????????????????????????????????????????????????????? ??????,"1,166",??,45,https://cdn.readawrite.com/articles/1875/1874248/thumbnail/,140,"Boy Love/Yaoi,????????,??????????????",Azurel Blue #??????????????,50385,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
983,????????,????? Boy Love Secret Room,310,{ ?????????????????? ??????????????????? } ???????????????????????? ????????????????????????????????,"1,821",??,3,https://cdn.readawrite.com/articles/1849/1848788/thumbnail/,195,"Boy Love/Yaoi,Role Play,Sextoy",daddy love me harder #??????????,36043,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
988,BO$$,????? Boy Love Lovely Room,305,??????????????????????????????????????????????????????????????????????????????????? ????????????????,942,??,5,https://cdn.readawrite.com/articles/1856/1855003/thumbnail/,168,"Boy Love/Yaoi,??????? / fantasy,?????????????,Feel good",#?????????????????????????????????(BL/Yaoi),12163,,?????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
995,LittlelizShip?Hydrantear,????? Boy Love Secret Room,339,????????????????? ?????????????????????? ?????????????????????????????????????? ????????????????????,830,??,19,https://cdn.readawrite.com/articles/1905/1904416/thumbnail/,121,"Boy Love/Yaoi,18+,????????,????????,SM,?????????????,????????????,Mpreg,?????????,????????,PWP,Beastiality,???,????????,??????????????????????????????!",-END- [Mpreg / Harem] ??????????????????????????? #????????????????????????????,35797,???????????????????????????,????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
997,?.????????,????? Boy Love Lovely Room,262,?????????????????????????????????????????????????????????!! ????????????????????????????????????????,476,??,30,https://cdn.readawrite.com/articles/1906/1905922/thumbnail/,85,"????????,????????????,omegaverse,?????????,??? / comedy,Boy Love/Yaoi,Yaoi/BL,??????,Boys' Love/Yaoi",So Fierce #?????????????????? (omegaverse),27758,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
999,SS.Persimmons,????? Boy Love Secret Room,336,"?????????????????????????????????????????????????????????? ?????????????! ""??????? ???? ?? ?????????","1,314",??,29,https://cdn.readawrite.com/articles/1908/1907112/thumbnail/,143,"Boy Love/Yaoi,????????,18+,PWP,Onlyfans,????????????,??????????,????????,??????????????????",[BL] #????????????,107570,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
1001,skylover?,????? Boy Love Lovely Room,274,'??????????' ?????????????????????????????????????????? ?????????????????????????????????? ?????????,"2,196",??,1,https://cdn.readawrite.com/articles/1909/1908214/thumbnail/,199,,My omega boss (omegaverse) #??????????,21349,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
1002,ladyjairan,????? Boy Love Secret Room,189,?? ???? ???????????????????? ??????????????????????? ?????????????????????????????? ???? ???????????,839,??,12,https://cdn.readawrite.com/articles/1909/1908848/thumbnail/,92,"18+,SM,????????",#??????,74744,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
1005,Carein12,????? Boy Love Lovely Room,189,?????????????????????????????????????????????? ??????????,590,??,11,https://cdn.readawrite.com/articles/1912/1911589/thumbnail/,80,"?????,??????????,Mpreg,Boy Love/Yaoi,??????????????????",#????? [Mpreg]?,26419,,?????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
1019,?????,????? Boy Love Secret Room,302,?????????????????????? ‘????????’ ???????????? ‘????’ ??????????????????????,"1,561",??,8,https://cdn.readawrite.com/articles/1926/1925602/thumbnail/,157,"Boy Love/Yaoi,????????,18+,Daddy",They call me “Nana” #??????????????,60176,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
1022,++saisioo++,????? Boy Love Lovely Room,226,“???????????? ?????????????????”,"1,248",??,0,https://cdn.readawrite.com/articles/1925/1924521/thumbnail/,163,,KISS #?????????? [Yaoi],8837,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
1039,CLAZZICAL,????? Boy Love Secret Room,378,??????????????????????????????????????????????????????????????????????????? 100 ?? ?????????????????,892,??,40,https://cdn.readawrite.com/articles/1896/1895371/thumbnail/,144,,#???????? Until true love fine you ?????????...???????????? [???.Sense Book],26835,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1.7,1.7,1.7,1.7
143,Murraya.may,????? Boy Love Lovely Room,0,That person #?????????: ????? Boy Love Lovely Room,0,??,4,https://cdn.readawrite.com/articles/2075/2074726/thumbnail/,0,,That person #?????????,50,,?????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,1,1,1,1,1,1.7,1.6,1.5,1.5
475,K.Charee,????? Boy Love Lovely Room,3,??????????????????????????????,6,??,1,https://cdn.readawrite.com/articles/2359/2358012/thumbnail/,2,"Boy Love/Yaoi,???????????????????,????????,??????????????,??????,??????????,????????????,??????",#???????????????????,520,,???????????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,2,1,3,1,2.7,1.6,1.8,1.8,1.7
33,V-44,????? Boy Love Secret Room,64,???????????????????? ????????????????????????? ???????????????????????? ????????????????????????????,318,??,31,https://cdn.readawrite.com/articles/1937/1936822/thumbnail/,39,"#BDSM,SM,Boy love / Yaoi / ?????????,Boy Love/Yaoi,???????????????,SM BDSM,????????18+,?????????????????,????????sm,????????,V-44,???????,???????",No Control #?????????? [SM],23259,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
60,omoplus,????? Boy Love Secret Room,58,???????????????????????????????????????..???????????'????????????????',408,??,2,https://cdn.readawrite.com/articles/1996/1995149/thumbnail/,42,,()Friday Night #???????????,17186,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
63,SeaFlower,????? Boy Love Lovely Room,86,?????????????????????? ?????????????????????????????????????????????????????????????????????????????,374,??,9,https://cdn.readawrite.com/articles/1998/1997967/thumbnail/,45,"Boy Love/Yaoi,????????,????????????,????????,???????,??????,??????????????,18+,???,??????,??????,5P",???????????????????????????????????? #??????????????,8482,????????????????????????????????????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
122,Jamjury,????? Boy Love Lovely Room,162,????????????????????????? '?????????????????????????' ??????????????????,655,??,37,https://cdn.readawrite.com/articles/2058/2057945/thumbnail/,44,"??????????????????????,?????????????,????????,Boy Love/Yaoi,????????????????,??????????????????,Jamjury",#?????????????????????? (),27057,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
153,Lamoonhaf,????? Boy Love Lovely Room,109,??????????????????? ????? ?????...????,262,??,32,https://cdn.readawrite.com/articles/2088/2087190/thumbnail/,34,"?????????,????????,Boy Love/Yaoi,feelgood",Young love forever #??????????????????????,17490,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
155,V-44,????? Boy Love Secret Room,86,??????????????????????? ???????????????? ??????????,150,??,35,https://cdn.readawrite.com/articles/2090/2089072/thumbnail/,20,"Boy love / Yaoi,?????????,??????????,#?????,???????????,????????,Boy love / Yaoi / ?????????,Boy love,????????18+,????????????,V-44,??????,SM,???????,???????,?????",The emperor#?????????,10798,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
194,Rosellamonte,????? Boy Love Secret Room,24,?????????,110,??,1,https://cdn.readawrite.com/articles/2130/2129315/thumbnail/,23,"???????????,#kookv,??????,???cut????????,??????,NC??????",#???????????: Uncut NC,23090,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
238,27:04 PM,????? Boy Love Secret Room,305,"""???"" ???????????????????????????????????????????...??????????? ""???"" ????????????",324,??,14,https://cdn.readawrite.com/articles/2182/2181552/thumbnail/,49,"omegaverse,SM,Boy Love/Yaoi,18+,????????,??????,????????????,Fantasy","S E A R #????????? (Omegaverse,SM)",10196,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,4.7,1.6,1.6,1.6,1.6
