,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
124,NaName_Say​,นิยาย Boy Love Lovely Room,11,คุณเคยตกหลุมรักใครผ่านตัวอักษร​หรือเปล่า​ | Omegaverse​,14,จบ,4.0,https://cdn.readawrite.com/articles/2018/2017925/thumbnail/,5,"คุณแฟนฟิคชั่น,omagaverse,นิยายวายฟีลกู๊ด,นิยายวาย,Talk​about​your​novel",Talk​ about​ your​ novel​ #คุณแฟนฟิคชั่น,277,,คุณแฟนฟิคชั่น
125,twenty-five,นิยาย Boy Love Lovely Room,49,เมื่อครั้งโบราณนานมาแล้วมีคำกล่าวไว้ว่า ‘ผู้ชายไม่เป็นเพื่อนกับผู้หญิง’ จนมาปัจจุบันผู้ใ,192,จบ,4.0,https://cdn.readawrite.com/articles/2019/2018461/thumbnail/,30,"18+,Boy Love/Yaoi,omegaverse,ทะเลเมธี,แอบรัก,feelgood",เป็นโอเมก้าไม่ควรสนิทกับอัลฟ่า (omegaverse) #ขอแค่รัก,"3,193",เป็นโอเมก้าไม่ควรสนิทกับอัลฟ่า,ขอแค่รัก
126,Novelmoon,นิยาย Boy Love Lovely Room,1,วิถีของคนทำฟาร์มนอกจากปลูกผัก ตกปลา เลี้ยงสัตว์ อีกสิ่งที่ต้องมีก็คือ...มีคู่,4,จบ,4.0,https://cdn.readawrite.com/articles/2019/2018854/thumbnail/,1,"นิยายวาย,แนะนำนิยายวาย,นิยายรัก,นิยายวายฟีลกู๊ด,นิยายวายแนะนำ,นิยายวัยรุ่น,Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย,Yaoi/BL,#นิยาย​วาย​ #feelgood #boylove #yaoi",Farm Love Story #เรื่องของฟาร์มรัก,189,,เรื่องของฟาร์มรัก
127,Alyssadaisy,นิยาย Boy Love Lovely Room,80,The things you said still echo on inside my head.,146,จบ,1.0,https://cdn.readawrite.com/articles/2019/2018924/thumbnail/,52,"Boy Love/Yaoi,คลื่นธารา,slice of life",𝐓𝐡𝐞 𝐎𝐜𝐞𝐚𝐧 𝐁𝐥𝐮𝐞 #คลื่นธารา,"3,284",,คลื่นธารา
128,Aquamarine,นิยาย Boy Love Secret Room,1,Life is a beach enjoy the waves. ขอแค่คุณปล่อยอารมณ์ไปกับคลื่นให้เหมือนกองทรายที่ถูกซัด,2,จบ,1.0,https://cdn.readawrite.com/articles/2020/2019059/thumbnail/,1,"omegaverse,ดราม่า,3p,Boy love / Yaoi / ชายรักชาย,ตลกร้าย",ＳＥＡ #ทะเลแด่คุณ | Omegaverse,93,,ทะเลแด่คุณ
129,dannelion,นิยาย Boy Love Lovely Room,4,แด่เธอ ผู้เป็นดั่งเทพีของเหล่าอัลฟ่า ไม่สิ... ของผมคนเดียวเท่านั้น,13,จบ,1.0,https://cdn.readawrite.com/articles/2022/2021989/thumbnail/,3,"Boy Love/Yaoi,omegaverse,เทพีของอาเธอร์",(omegaverse) my goddess #เทพีของอาเธอร์,284,,เทพีของอาเธอร์
130,dannelion,นิยาย Boy Love Lovely Room,1,เวลาเท่านี้ เพียงพอไหมกับการตกหลุมรัก,3,จบ,0.0,https://cdn.readawrite.com/articles/2022/2021408/thumbnail/,1,"Boy Love/Yaoi,นิยายวาย,หนึ่งหกแปด",168 Hours #หนึ่งหกแปด,34,,หนึ่งหกแปด
131,ฮันบอน แฮจูมยอน ทู บอน แฮจุล เก โปโป,นิยาย Boy Love Lovely Room,76,ผมมีลูกสาวและลูกสาวผมก็อยากมีป๊ะป๋าซะงั้น,193,จบ,12.0,https://cdn.readawrite.com/articles/2024/2023542/thumbnail/,33,,พ่อคะ หนูอยากมีป๊ะป๋า #วีเดล,"7,510",พ่อคะหนูอยากมีป๊ะป๋า,วีเดล
132,Tarntanoi,นิยาย Boy Love Lovely Room,13,ในฝันนี่รักกันฉิบหายแถมขอกูเป็นแฟนอีก ตัดภาพมาตัวจริงประโยคเดียวยังไม่เคยคุย,16,จบ,1.0,https://cdn.readawrite.com/articles/2023/2022499/thumbnail/,10,"วันใหม่ของเดย์,นิยายวาย,Feel good,ปมนยอง,bnior,BNyoung",เดซี่เดย์ ㅡ #วันใหม่ของเดย์,105,เดซี่เดย์,วันใหม่ของเดย์
133,Alize,นิยาย Boy Love Lovely Room,2,ความสัมพันธ์แบบFWBช่างอิสระ แต่รัดแน่นจนดิ้นไม่หลุดเลยล่ะ,10,จบ,3.0,https://cdn.readawrite.com/articles/2025/2024872/thumbnail/,1,,#ไม่ผูกแต่มัด,237,,ไม่ผูกแต่มัด
134,𝘭𝘪𝘵𝘵𝘭𝘦𝘮𝘳.,นิยาย Boy Love Lovely Room,0,'จงอย่าเปิดเผยตัวตนให้ผู้ใดล่วงรู้ว่าเราไม่ใช่มนุษย์',2,จบ,0.0,https://cdn.readawrite.com/articles/2025/2024885/thumbnail/,0,"แฟนตาซี / fantasy,Boy love / Yaoi / ชายรักชาย,Yaoi/BL,ASECRETOFVIXEN,ความรักของคุณจิ้งจอก",A SECRET OF VIXEN #ความลับของคุณจิ้งจอก,50,,ความลับของคุณจิ้งจอก
135,หนูน้อยไรท์,นิยาย Boy Love Secret Room,548,"""อะ.....ไอ้คนโรคจิต!!""บัดดี้ชี้นิ้วด่าอีกฝ่ายพร้อมกับจ้องมองด้วยสายตาอาฆาต ""โรคจิตก็ผัวนายแหละ""เหมัน",885,จบ,27.0,https://cdn.readawrite.com/articles/2026/2025741/thumbnail/,135,"เย็นชา,นิยายวาย,บอส,ซีอีโอ,บอดี้การ์ด,บัดดี้,บัดดี้กับนายฤดูหนาว,น่ารัก,เคะท้องได้,เคะท้องได้   Mpreg,เคะท้อง,ความรัก,หึงโหด,พระเอกเย็นชา,บังคับ,ติดเรท,นิยายรักผู้ใหญ่,นายเอกท้องได้,นายท่าน,ขี้อ้อน",บัดดี้กับนายฤดูหนาว(mpreg)#เหมันต์บัดดี้,"42,669",บัดดี้กับนายฤดูหนาว,เหมันต์บัดดี้
136,12.45PM.,นิยาย Boy Love Lovely Room,0,ผมมันก็แค่คุณครูประถมฝึกหัด ไอ้เรื่องเด็กทะเลาะกันปัญหามันก็เคลียร์ไม่ตก ว..ว่าเเต่คุณพ่อครับ!!! อย่,11,จบ,1.0,https://cdn.readawrite.com/articles/2025/2024965/thumbnail/,0,พ่อครับผมไหว้,CALM DOWN DADDY #พ่อครับผมไหว้,284,,พ่อครับผมไหว้
137,นมเย็นชื่นใจ,นิยาย Boy Love Lovely Room,0,ดนตรี เพลง และความรักทำให้ผมและพี่มาเจอกัน,1,จบ,2.0,https://cdn.readawrite.com/articles/2028/2027161/thumbnail/,0,"18+,Boy Love/Yaoi,ดราม่า,นิยายวาย,มังกรพ่นน้ำ,มหาลัย,นิยายรัก,ตลก,โรงเรียน",You are my list music #มังกรพ่นน้ำ,60,,มังกรพ่นน้ำ
138,EtuDe,นิยาย Boy Love Lovely Room,13,เมื่อคนดีอย่างวีระค้นพบว่าโลกหลังความตายคือ'ระบบคอมพิวเตอร์' ระบบจึงมอบโอกาสในการใช้ชีวิตให้ ส่วนเขา,40,จบ,1.0,https://cdn.readawrite.com/articles/2071/2070731/thumbnail/,10,"ระบบ,แฟนตาซี,พีเรียด,ไซไฟ,นิยายโรแมนติก,ผีดิบ,ซอมบี้,ผีเสื้อ,สีน้ำเงิน",ส ม ร ภู มิ สี น้ำ เงิน (#ระบบแอนตี้ไวรัส),330,สมรภูมิสีน้ำเงิน,ระบบแอนตี้ไวรัส
139,SweetAlice0701,นิยาย Boy Love Lovely Room,137,ชีวิตของผมก็เหมือนท้องฟ้าที่มีเมฆฝนปกคลุมมืดมิด... เหน็บหนาว... และเปียกปอนจากหยดน้ำเย็นเยียบซึ่งโหม,536,จบ,38.0,https://cdn.readawrite.com/articles/2071/2070869/thumbnail/,67,"Boy Love/Yaoi,ดราม่า,นิยายโรแมนติก,นิยายวาย",[ YAOI / BL ] ~ DOWNPOUR ~❀ #ขอให้พรุ่งนี้ไม่มีสายฝน ( ตีพิมพ์กับสนพ.BOOKISH HOUSE ),"33,689",,ขอให้พรุ่งนี้ไม่มีสายฝน
140,Der Quñter,นิยาย Boy Love Secret Room,157,'ครั้งหนึ่งเราเคยรู้จักกัน',322,จบ,8.0,https://cdn.readawrite.com/articles/2071/2070511/thumbnail/,68,"Stalker,โรคจิต,อาชญากรรม",[SS2] ห้ามหนี ห้ามดิ้น ห้ามร้อง #เกรทอย่าหนี,"8,747",ห้ามหนีห้ามดิ้นห้ามร้อง,เกรทอย่าหนี
141,rxtxr,นิยาย Boy Love Lovely Room,1,เรื่องเล่าวนมาถึงคุณแล้ว คนดี :),6,จบ,9.0,https://cdn.readawrite.com/articles/2072/2071999/thumbnail/,1,"แฟนตาซี,18+,Mpreg,เคะท้องได้   Mpreg,Boy Love/Yaoi",#เรื่องเล่าจากเปลวไฟ : ทิศเหนือ (YAOI),271,,เรื่องเล่าจากเปลวไฟ
142,Mmmyaoi,นิยาย Boy Love Lovely Room,10,ผมอยากรู้ว่าการที่จะเป็นมาเฟียจำเป็นจะต้องมีพรสวรรค์​และอำนาจอย่างเดียวหรอ​ ผม​ นภารินท์​ สิริวรรต​,29,จบ,5.0,https://cdn.readawrite.com/articles/2074/2073917/thumbnail/,7,"มาเฟีย,Boy love / Yaoi / ชายรักชาย",มาเฟียคลั่งรัก​ อัคคีคลั่งภา#คีภา[Yaoi]​,606,มาเฟียคลั่งรัก,คีภา
143,Murraya.may,นิยาย Boy Love Lovely Room,0,That person #เขาคนนั้น: นิยาย Boy Love Lovely Room,0,จบ,4.0,https://cdn.readawrite.com/articles/2075/2074726/thumbnail/,0,,That person #เขาคนนั้น,50,,เขาคนนั้น
144,++saisioo++,นิยาย Boy Love Secret Room,716,จะละเลียด ‘ทุกส่วน’ อย่างเชื่องช้า เหมือน 'ดื่มด่ำ' อาหารแสนโอชะ,"4,348",จบ,1.0,https://cdn.readawrite.com/articles/2076/2075978/thumbnail/,494,,ALL NIGHT LONG #ไม่ให้คุณนอน [Yaoi],"36,183",,ไม่ให้คุณนอน
145,แมวน้อยตัวอ้วน,นิยาย Boy Love Lovely Room,26,จะมีชีวิตใครบัดซบเท่าผมอีกแล้ว แฟนยิงตัวตายเพราะหนีหนี้ แถมมันยังเซ็นยกผมให้กับใครก็ไม่รู้ ที่ผมต้อง,68,จบ,14.0,https://cdn.readawrite.com/articles/2083/2082331/thumbnail/,7,18+,ห้ามใจไม่ให้รัก(คิน/ภัทร)#เคะท้องได้,"2,750",ห้ามใจไม่ให้รัก,เคะท้องได้
146,ข้าวนึ่งเป็นแมว,นิยาย Boy Love Lovely Room,1,เห็นหน้าตั้งแต่เกิดชอบตั้งแต่ป.2ตามตื้อตอนป.3จนตอนนี้ม.5 เมื่อไหร่พี่หินจะมีใจอะ,3,จบ,1.0,https://cdn.readawrite.com/articles/2082/2081549/thumbnail/,1,"นิยายวาย,น่ารัก,ตามตื๊อ",น้ำหยดลงหินทุกวัน #หินบอกว่า,232,น้ำหยดลงหินทุกวัน,หินบอกว่า
147,Alice-good,นิยาย Boy Love Secret Room,2,"ความรักเรามั่นคงยิ่งกว่าสิ่งทุกสิ่ง ""จับมือชั้นสิที่รักชั้นมั่นใจว่าเธอเป็นพ่อของลูก""",2,จบ,1.0,https://cdn.readawrite.com/articles/2084/2083120/thumbnail/,2,"รักนิรันดร์,ลาติน,ลินน่า,ต้นโอ๊คเเห่งความทรงจำ",#รักนิรันด์❤,257,,รักนิรันด์
148,Eganoi,นิยาย Boy Love Secret Room,11,พี่พัดของนายไทม์,22,จบ,3.0,https://cdn.readawrite.com/articles/2084/2083140/thumbnail/,10,"ไทม์,พัด,ติวเตอร์,พี่พัดครับ,เรื่องเล่าวันคนโสด",(Yaoi)#พี่พัดครับ,"2,660",,พี่พัดครับ
149,Mirage ☪,นิยาย Boy Love Lovely Room,4,คือการเป็นคุกกี้รันก็วันนี้แหละ อีเวงซอมบี้!,19,จบ,2.0,https://cdn.readawrite.com/articles/2085/2084243/thumbnail/,3,"Boy Love/Yaoi,นิยายแฟนตาซี,นิยายวาย,ซอมบี้,วันสิ้นโลก",#เนลกับการเอาตัวรอดในวันสิ้นโลก,231,,เนลกับการเอาตัวรอดในวันสิ้นโลก
150,เข็มทิศ,นิยาย Boy Love Secret Room,8,"""ส่ายก้นยั่วไอ้ตี๋นั้นรึไงอัยย์!!!""",30,จบ,0.0,https://cdn.readawrite.com/articles/2085/2084220/thumbnail/,7,,#ยูloveอัยย์,332,,ยู
151,Notfound_401,นิยาย Boy Love Lovely Room,39,Os/Sf อาจจะมีแฟมอื่นเป็นบางครั้งบางคราแล้วแต่ความกาวของไรท์,128,จบ,3.0,https://cdn.readawrite.com/articles/2084/2083864/thumbnail/,24,"โบ๊ะบ๊ะแฟมิลี่,ฉลามอุ๋ง,เอกเบส",#แฟมคนคลั่งรัก,"3,669",,แฟมคนคลั่งรัก
152,Vanis Rainbow,นิยาย Boy Love Lovely Room,4,โคลต์ อีเมอร์สัน นักปรุงน้ำหอมชื่อดังของอังกฤษ วันหนึ่งเขาต้องไปงานประมูลดอกไม้สายพันธุ์ใหม่ของ โลเว,59,จบ,1.0,https://cdn.readawrite.com/articles/2087/2086636/thumbnail/,4,,(Omegaverse/BL) #ปรุงกลิ่นรัก,576,,ปรุงกลิ่นรัก
153,Lamoonhaf,นิยาย Boy Love Lovely Room,109,อยู่ด้วยกันไปนานๆนะ จนแก่ จนตาย...ก็ดี,262,จบ,32.0,https://cdn.readawrite.com/articles/2088/2087190/thumbnail/,34,"มัธยมปลาย,นิยายวาย,Boy Love/Yaoi,feelgood",Young love forever #ให้รักเราอ่อนเยาว์เสมอ,"17,490",,ให้รักเราอ่อนเยาว์เสมอ
154,mad mania,นิยาย Boy Love Lovely Room,0,ใครจะไปจำเรื่องตั้งแต่สมัยมัธยมได้ ใครจะไปจำได้ว่ารักแรกสูงขึ้นเป็นสิบเซน ใครจะจำได้ว่าภูริชสายตาสั้,1,จบ,1.0,https://cdn.readawrite.com/articles/2088/2087353/thumbnail/,0,"Boy Love/Yaoi,นิยายวาย,นิยายโรแมนติก,นิยายรัก",MR. LANDLORD #เจ้าของภูริช,54,,เจ้าของภูริช
155,V-44,นิยาย Boy Love Secret Room,86,เฮียจะแกล้งอะไรกูนักหนา แค่เฮียพูดว่าชอบ มันก็จบไหม,150,จบ,35.0,https://cdn.readawrite.com/articles/2090/2089072/thumbnail/,20,"Boy love / Yaoi,เมียวิศวะ,หนุ่มวิศวะ,#วิศวะ,เกียร์วิศวะ,นิยายวาย,Boy love / Yaoi / ชายรักชาย,Boy love,นิยายวาย18+,นิยายโรมานซ์,V-44,เพื่อน,SM,รุ่นพี่,พี่ว๊าก,เถือน",The emperor#แกล้งร้าย,"10,798",,แกล้งร้าย
156,เทพสมุทร,นิยาย Boy Love Secret Room,0,"ถ้าผมจีบเพื่อนของแฟนเก่าเพื่อแก้แค้น มันดูเลวไปไหมครับ? "" ใช่ครับ ถึงเลวแต่ผมก็จะทำ """,3,จบ,3.0,https://cdn.readawrite.com/articles/2091/2090862/thumbnail/,0,"ทั้งรักทั้งเกลียด,เกลียดแฟนเก่า,เพื่อนแฟนเก่า,คบต่อเพื่อน",สี่ทุ่มครึ่งผมฝันถึงคุณ #โปรดทะเล,89,สี่ทุ่มครึ่งผมฝันถึงคุณ,โปรดทะเล
157,พลาสลอน,นิยาย Boy Love Secret Room,2,[ หรือว่าจะเป็นความรัก...ไม่หรอกน่าแค่เอ็นดู ],22,จบ,7.0,https://cdn.readawrite.com/articles/2093/2092067/thumbnail/,2,"วิศวะเมียเด็ก,ชาราขุนพล",วิศวะขี้เก๊กกับเด็กของเขา #วิศวะเมียเด็ก,466,วิศวะขี้เก๊กกับเด็กของเขา,วิศวะเมียเด็ก
158,นทกร,นิยาย Boy Love Secret Room,"13,470",‘สามีของข้ามีขนสีขาว เขี้ยวคมยาว และดวงตาสีรัตติกาล’,"20,002",จบ,24.0,https://cdn.readawrite.com/articles/2093/2092142/thumbnail/,"3,924","Boy Love/Yaoi,Fantasy,omegaverse,นิยายวาย,นิยายแฟนตาซี,18+",METANOIA #อรุณรุ่ง [Omegaverse Ω],"970,488",,อรุณรุ่ง
159,mally,นิยาย Boy Love Lovely Room,0,เปียกปอนพอหรือยังกับความสัมพันธ์ครั้งนี้,1,จบ,1.0,https://cdn.readawrite.com/articles/2095/2094902/thumbnail/,0,"Boy Love/Yaoi,ดราม่า,นิยายรัก,นิยายวาย",Chicken back #ไก่มาได้มั้บ,26,,ไก่มาได้มั้บ
160,an_octoberz,นิยาย Boy Love Secret Room,5,ความสัมพันธ์ซึ่งซ้อนทับกันระหว่างคนสามคน ไทเลอร์ โช และ เซธ,6,จบ,3.0,https://cdn.readawrite.com/articles/2100/2099425/thumbnail/,3,"OVERLAP,ทับซ้อน,bleafnovel",- OVERLAP - #ทับซ้อน,326,,ทับซ้อน
161,IFEELU,นิยาย Boy Love Secret Room,4,My warm light ?,37,จบ,10.0,https://cdn.readawrite.com/articles/2059/2058418/thumbnail/,3,,CINCO SET #1 อุณหภูมิหัวใจ (my warm light),"1,692",,อุณหภูมิหัวใจ
162,IFEELU,นิยาย Boy Love Lovely Room,8,ผมเป็นได้แค่ทาสอารมณ์ของเขามาหลายปีแล้ว... แต่สำหรับผมเขาคือทุกอย่าง,25,จบ,11.0,https://cdn.readawrite.com/articles/2059/2058454/thumbnail/,5,,CINCO SET #2 ทาสอารมณ์ (minor role),"2,702",,ทาสอารมณ์
163,lalune,นิยาย Boy Love Lovely Room,65,โชคร้ายมาทั้งชีวิต แต่พอซินแสทักว่ากำลังจะโชคดี อาโปคนนี้ก็ได้สามีมาหนึ่งคนเสียอย่างงั้น,69,จบ,22.0,https://cdn.readawrite.com/articles/2059/2058275/thumbnail/,18,"Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย",The lucky one #โชคดีที่หนึ่งเลย,"2,661",,โชคดีที่หนึ่งเลย
164,Panawin,นิยาย Boy Love Secret Room,26,‘เมื่อเจ้าเติบใหญ่ขึ้นมา จงสังหารข้าทิ้งเสีย’ เพราะคำพูดที่ท่านได้พูดเอาไว้ ข้าจึงละทิ้ง,78,จบ,13.0,https://cdn.readawrite.com/articles/2060/2059619/thumbnail/,13,"LegendOfTheMoon,Yaoi,วาย,ssthemoon,นิยายวาย,นิยายแฟนตาซี,เพราะพระจันทร์,TheTaleFromDemoguard",(END) Legend Of The Moon #เพราะพระจันทร์,"3,008",,เพราะพระจันทร์
165,poppulary,นิยาย Boy Love Lovely Room,7,เขาชื่อ พอร์ช คนที่มีโลกส่วนตัวสูงแต่ต่อให้โลกของพอร์ชสูงขนาดไหนผมจะเอาตัวผมเข้าไปอยู่ในโลกของพอร์ชใ,53,จบ,1.0,https://cdn.readawrite.com/articles/2060/2059710/thumbnail/,4,"Boy Love/Yaoi,ดราม่า,ตลก,นิยายวาย,มหาวิทยาลัย,ที่สุดของพอร์ช,พอร์ชเบล",you are mine\'s #ที่สุดของพอร์ช,315,,ที่สุดของพอร์ช
166,RiRi,นิยาย Boy Love Lovely Room,214,ข้าไม่อยากเป็นมนุษย์! เป็นมนุษย์ไม่มีขนสวยๆ นุ่มๆ เพราะฉะนั้น เจ้าดวงจันทร์ไปให้ไกลข้าซะ ถ้าเจ้าไม่ไ,954,จบ,12.0,https://cdn.readawrite.com/articles/2060/2059782/thumbnail/,112,"Boy Love/Yaoi,นิยายแฟนตาซี,นิยายโรแมนติก,นิยายวาย,นิยายรัก,foxandmoon",Hide me from the MOON #จิ้งจอกของพระจันทร์,"24,348",,จิ้งจอกของพระจันทร์
167,สวนผักกาดม่วงออร์แกนิค,นิยาย Boy Love Secret Room,19,เขาเป็นเหมือนพฤกษาในหน้าร้อน ยืนต้นตายอยู่กลางใจที่แห้งผาก และหนาวเย็นของผม…,48,จบ,6.0,https://cdn.readawrite.com/articles/2061/2060992/thumbnail/,11,"นิยายวาย,ดราม่า,18+,Boy Love/Yaoi,Rebirth,ย้อนเวลา",#พฤกษาเหมันต์,"1,474",,พฤกษาเหมันต์
168,25.15.66,นิยาย Boy Love Lovely Room,984,ได้ฉายา 'เมาแล้วขี้อ้อน' มาจากเพื่อน ๆ ในตอนแรกคิดว่ามันเกินจริงไปนิด แต่คงไม่เกินไปแล้วแหละ เพราะคร,"2,714",จบ,35.0,https://cdn.readawrite.com/articles/2062/2061028/thumbnail/,516,,Your Sky #กี่หมื่นฟ้า,"158,440",,กี่หมื่นฟ้า
169,Poydswat.,นิยาย Boy Love Lovely Room,"3,443",เป็นโอเมก้าคนเดียวในกองทัพมันไม่ง่ายเลยจริงๆนะครับ ยิ่งต้องมาเจอกับอัลฟ่าจ่าฝูงที่ทำให้หัวใจเต้นแรงต,"4,858",จบ,38.0,https://cdn.readawrite.com/articles/2062/2061113/thumbnail/,896,"omegaverse,Boy Love/Yaoi,18+,นิยายวาย,นิยายรัก,นิยายโรแมนติก,Mpreg,โอเมก้าตาบอด,ผู้ชายท้องได้,โอเมก้าเวิรส์,อัลฟ่าเบต้าโอเมก้า,อัลฟ่าโอเมก้า",[Omegaverse] Never Ωmega in the army (#โอเมก้าตาบอด),"305,172",,โอเมก้าตาบอด
170,anasty,นิยาย Boy Love Secret Room,3,ตกลงนายอยากให้ฉันทำยังไง เราถึงจะกลับมาเป็นเพื่อนกัน,20,จบ,0.0,https://cdn.readawrite.com/articles/2063/2062589/thumbnail/,2,"omegaverse,ดราม่า / drama",Of sheikh #กักขังฟาโรห์ [Omegaverse],244,,กักขังฟาโรห์
171,strelitz,นิยาย Boy Love Lovely Room,1,รักแรกของผมแม่งเป็นเด็กเก่ง เป็นนักกีฬา เป็นคนหน้าตาดี เป็นคนฮอตจนสาวๆต้องเหลียวหลัง ครับคนที่ผมชอบเ,3,จบ,1.0,https://cdn.readawrite.com/articles/2064/2063989/thumbnail/,1,ฝรั่งครึ่งลูก,#ฝรั่งครึ่งลูก,96,,ฝรั่งครึ่งลูก
172,bambamrp,นิยาย Boy Love Lovely Room,19,เมื่อโชคชะตา​เล่นตลกกับผมและพี่ๆ​ ทำให้ต้องข้ามภพมายังอีกโลกที่ผมไม่รู้จัก​แถมยังถูกพลัดพลากจากพี่ๆอ,35,จบ,22.0,https://cdn.readawrite.com/articles/2065/2064112/thumbnail/,6,"มาร์คแบม,เจบีจินยอง,แจ็คสันยองแจ,Got7,ยูคยอม,รักข้ามภพ,รัก,พระเอกเก่ง,นายเอกท้องได้,Markbam,jackjae,#BNyoung,MTBB",ข้ามภพมาพบรัก#มบ,"1,400",ข้ามภพมาพบรัก,มบ
173,ladyjairan,นิยาย Boy Love Lovely Room,1,"""เป็นแค่เพื่อนกันนั้นแหละ ดีสุดแล้ว"" ""เพื่อนกันเค้าเอากันด้วยหรอวะ""",21,จบ,2.0,https://cdn.readawrite.com/articles/2065/2064657/thumbnail/,1,"18+,Boy Love/Yaoi,ดราม่า,แอบรักเพื่อน",Just friends #แค่เพื่อนสนิท,361,,แค่เพื่อนสนิท
174,It\'s your turn -\'-\'-,นิยาย Boy Love Lovely Room,0,- แกบอกแกไม่ชอบฤดูฝน ไม่ได้หมายความว่าแกจะไม่ชอบเรา -,0,จบ,1.0,https://cdn.readawrite.com/articles/2065/2064689/thumbnail/,0,,It\'s to rainny #รึดูฝน,30,,รึดูฝน
175,Melenalike,นิยาย Boy Love Lovely Room,409,คือความผิดพลาดชั่วคืนเดียว,964,จบ,4.0,https://cdn.readawrite.com/articles/2066/2065170/thumbnail/,174,"คืนรักธิมา,Boy love / Yaoi / ชายรักชาย,#yaoi #ชายชาย #ชxช #นิยายวาย #นิยายชายชาย #BL #Mpreg,เวฬาหยุดรัก",(Mpreg) Endless Time #คืนรักธิมา,"15,076",,คืนรักธิมา
176,JamBerry.M,นิยาย Boy Love Lovely Room,20,หมาป่าพันธุ์ในตำนานที่ขึ้นชื่อว่าดุร้ายที่สุด ดันรู้สึกชอบเบต้าที่เพิ่งมารู้ตัวว่าตัวเองเป็นโอเมก้าเ,49,จบ,11.0,https://cdn.readawrite.com/articles/2067/2066953/thumbnail/,6,"MyColour,คัลเลอร์ของผม,โอเมกาเวิร์ส,omegaverse",My colour​ [omegaverse]​ #คัลเลอร์ของผม,"1,912",,คัลเลอร์ของผม
177,ก้อนปุย,นิยาย Boy Love Lovely Room,2,กาลเวลานำพาเรามาพบกัน แต่กาลเวลาก็แยกเราจากกันเช่นกัน,3,จบ,1.0,https://cdn.readawrite.com/articles/2069/2068040/thumbnail/,1,"กลเวลา,พีเรียดไทย,สงครามโลกครั้งที่2,ดราม่า,นิยายก้อนปุย",#กลเวลา,60,,กลเวลา
178,Charan.,นิยาย Boy Love Secret Room,0,“โหยพี่ จีบอยู่ทุกวัน ใจอ่อนให้ผมบ้างได้มั้ยคร้าบบ “ “..ไอ้ห่านี่”,8,จบ,1.0,https://cdn.readawrite.com/articles/2071/2070041/thumbnail/,0,"จะนิ่งได้ถึงเมื่อไหร่,นิ่ง,น่ารัก,Mpreg",#จะนิ่งได้ถึงเมื่อไหร่ l mpreg,141,,จะนิ่งได้ถึงเมื่อไหร่
179,fluffy_Peach,นิยาย Boy Love Lovely Room,0,เขาชนะทุกอย่างบนโลกใบนี้ จนมาแพ้อยู่อย่างเดียวนั่น ความรัก...,2,จบ,2.0,https://cdn.readawrite.com/articles/2116/2115927/thumbnail/,0,"peachfiction,#นิยาย​วาย​ #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย",I\'m allergic to \'LOVE\' #ภูมิแพ้รัก (BL),56,,ภูมิแพ้รัก
180,fluffy_Peach,นิยาย Boy Love Lovely Room,0,เคยคิดว่าชีวิตคู่ที่ไปได้ดีในตอนนี้คือจุดหมายปลายทางของชีวิต แต่แล้ว...ทุกอย่างก็เปลี่ยนไปเมื่อสุดท้,0,จบ,0.0,https://cdn.readawrite.com/articles/2116/2115756/thumbnail/,0,"peachfiction,#นิยาย​วาย​ #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย",Spring Night #อบอุ่นใจ (BL),19,,อบอุ่นใจ
181,Cony Kiss,นิยาย Boy Love Lovely Room,1,สวัสดีครับ ผมชื่อ เจ้าเอย เรียนอักษรศาสตร์ ปี4 เป็นมนุษย์กลายพันธุ์ธรรมดาคนหนึ่ง,3,จบ,5.0,https://cdn.readawrite.com/articles/2116/2115798/thumbnail/,1,"ขุนเขาเจ้าเอย,นิยายตลก",I\'m yours #ขุนเขาเจ้าเอย,166,,ขุนเขาเจ้าเอย
182,fluffy_Peach,นิยาย Boy Love Lovely Room,0,ผู้ชายที่เฉยชากับทุกสิ่งจนใครต่อใครก็เรียกว่าภูเขาน้ำแข็งอย่างเขา กลับถูกเตาผิงไฟเล็กๆหลอมละลายจนพ่า,2,จบ,0.0,https://cdn.readawrite.com/articles/2116/2115806/thumbnail/,0,"peachfiction,#นิยาย​วาย​ #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย",Winter Night #โอบกอดรัก (BL),30,,โอบกอดรัก
183,fluffy_Peach,นิยาย Boy Love Lovely Room,0,พระพิรุณนำพา สายน้ำชักนำใครบางคนที่มาพบเจอกับเขาในคืนที่พายุโหมกระหน่ำ รอยยิ้มแสนซื่อของเจ้าคนแปลกหน,3,จบ,0.0,https://cdn.readawrite.com/articles/2116/2115842/thumbnail/,0,"peachfiction,#นิยาย​วาย​ #feelgood #boylove #yaoi,Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย,Boy love / Yaoi",Rainy Night #หอมกลิ่นฝน (BL),43,,หอมกลิ่นฝน
