,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
69,Ehehohyes,แฟนฟิคชั่น,6,— เรื่องราวของ’เรา’ในระหว่างทาง —,5,จบ,4.0,https://cdn.readawrite.com/articles/1956/1955067/thumbnail/,1,"#kookv,ทีมวีเคะ,#กุกวี,BTS,Boy Love/Yaoi",Along The Way #ในระหว่างทางกุกวี,84,,ในระหว่างทางกุกวี
70,HONEYN,วายสเตชั่น,1,ไม่ต้องเอาแล้วนะใบงานไปเอาใบลาออกเลย,2,จบ,1.0,https://cdn.readawrite.com/articles/1955/1954193/thumbnail/,1,"เลิกเตี้ยก่อนแล้วกูจะบอก,Chanbaek,ชานแบค",#เลิกเตี้ยก่อนแล้วกูจะบอก | Chanbaek,201,,เลิกเตี้ยก่อนแล้วกูจะบอก
71,ㅋㅇㅍ,มิติควอนตัม,0,With you | #วิทยูกี้จิน: มิติควอนตัม,0,จบ,2.0,https://cdn.readawrite.com/articles/1956/1955626/thumbnail/,0,"กี้จิน,Astro",With you | #วิทยูกี้จิน,"1,025",,วิทยูกี้จิน
72,kimkay_,ชุมชนคนขี้ชิป,6,#ธันวาหมอก | yumark: ชุมชนคนขี้ชิป,21,จบ,5.0,https://cdn.readawrite.com/articles/1956/1955976/thumbnail/,6,"ymfiction,Got7fiction,#ficGot7,Got7,ธันวาหมอก,YuMark",#ธันวาหมอก | yumark,"8,551",,ธันวาหมอก
73,kimkay_,ชุมชนคนขี้ชิป,19,: เขากับทะเลเลือกอะไร : ทะเล,23,จบ,6.0,https://cdn.readawrite.com/articles/1957/1956019/thumbnail/,9,"จันทร์ของทะเล,ymfiction,Got7fiction,#ficGot7,Got7,Markgyeom,markyug",#จันทร์ของทะเล | markgyeom,"16,634",,จันทร์ของทะเล
74,シkimpine,นิยายโรมานซ์,24,CUT​ NC 'มึง​อย่า​มา​ขัด​กู​เพราะว่า​ถ้า​กู​คลั่ง​รัก​กู​ท​ำ​ได้​หมด​ทุกอย่าง​นั่นแหละ'​ (อ่านเนื้อเ,53,จบ,1.0,https://cdn.readawrite.com/articles/1957/1956190/thumbnail/,18,"シkimpine,นยลก,Lizkook,ถ้าหนู​รับ​พี่จะรักป่ะ,ลิซกุก",#ถ้าห​นูรับ​พี่​จะ​รัก​ป่ะ​,972,,ถ้าห
75,Makemeproud,แฟนฟิคชั่น,105,เขาจำต้องคว้าเอาเพื่อนสนิทมาแต่งงานอย่างเลี่ยงไม่ได้ แลกกับข้อแม้หนึ่งข้อที่จะเปลี่ยนคำว่า ‘เพ,156,จบ,8.0,https://cdn.readawrite.com/articles/1956/1955208/thumbnail/,30,"#sungle,jichen,ficnctdream",WHEN WE WERE US | #อุ้มรักซล,"4,516",,อุ้มรักซล
76,navybroccoli.,นิยาย Boy Love Lovely Room,32,คุณอยากมาดูอควาเรี่ยมตอนเที่ยงคืนมั้ย?,93,จบ,1.0,https://cdn.readawrite.com/articles/1957/1956824/thumbnail/,23,"Midnight aquarium,อควาเรี่ยมเที่ยงคืน,boyslove,Slow Burn,slice of life,first jobber",Midnight aquarium #อควาเรี่ยมเที่ยงคืน,"1,326",,อควาเรี่ยมเที่ยงคืน
77,บะลั่กกอุกอุกก,ชุมชนคนขี้ชิป,0,ไม่ใช่สีม่วงเธอเลยไม่ชอบ — m.,0,จบ,0.0,https://cdn.readawrite.com/articles/1958/1957072/thumbnail/,0,"จ้าวเมฆมา,gyumo",#จ้าวเมฆมา,0,,จ้าวเมฆมา
78,น้องก็คือน้อง,ชุมชนคนขี้ชิป,7,หยุดสะต๊อปความคิดง่าวๆของมึงซะอินังเฉา!!!! โอ๋ๆอาหนิงของข้าไม่ร้องน้าา ตรงไหนคือความลำตรงกันเนี่ยห๊ะ,23,จบ,3.0,https://cdn.readawrite.com/articles/1958/1957138/thumbnail/,5,"เฉาซัง,เวินเฉา,เนี่ยหวาย​ซัง,เวินหนิง,หนิงซัง",ข้าว่าข้าก็หล่ออยู่นะ::#เวินซัง,"26,870",ข้าว่าข้าก็หล่ออยู่นะ,เวินซัง
79,ศูนย์บรรเทาทุกข์หมา,คืนโหยหวน,99,องอาจฉุน!!! ข้างบ้านผัดกะเพรา,153,จบ,4.0,https://cdn.readawrite.com/articles/1957/1956544/thumbnail/,39,"the boyz,Kpop,ฆาตกรรม,#LOONA,#treasure,skz,ใครผัดกะเพราว่ะ,#seventeen,Jukyu",#ใครผัดกะเพราว่ะ,"90,678",,ใครผัดกะเพราว่ะ
80,A little girl in the empty room,ชุมชนคนขี้ชิป,1,จะเป็นเพื่อนที่อยู่ข้างมึงไปตลอดเลยนะ (Trigger Warning Depression),10,จบ,5.0,https://cdn.readawrite.com/articles/1957/1956613/thumbnail/,0,"yrmfz,jungmark,Jaemark,NCT,fzjungmark,ฟซจม",Friend Zone เพื่อนกันตลอดไป #fzjungmark #ฟซจม,"9,260",เพื่อนกันตลอดไป,ฟซจม
81,imyoursweetie,ชุมชนคนขี้ชิป,1,อยากจะเดินเข้าไปบอกรักเธอ แต่แค่นั่งเพื่อนยังหาว่าเพ้อ,4,จบ,0.0,https://cdn.readawrite.com/articles/1959/1958271/thumbnail/,1,"#kookmin,#vmin,จีบแฝดส้ม","#จีบแฝดส้ม | kookmin , vmin",0,,จีบแฝดส้ม
82,แต่งให้เพื่อน ขอให้เพื่อนมาเจอนะ,ชุมชนคนขี้ชิป,2,ฝนตก เสียงฮัมเพลง บรรยากาศโรแมนติกและผู้ชายหน้าตาดีหนึ่งอัตรา... ว่าแต่พี่เค้าฟังเพลงอะไรว่ะ?,2,จบ,0.0,https://cdn.readawrite.com/articles/1959/1958254/thumbnail/,1,"jayren,เจย์เหริน,NCT",JAY\'S PLAYLIST #เพลงอะไรว่ะ,0,,เพลงอะไรว่ะ
83,YvesMaria,แฟนฟิคชั่น,24,Between heaven and hell #คำตอบสุดท้ายของมิคาสะ: แฟนฟิคชั่น,35,จบ,9.0,https://cdn.readawrite.com/articles/1959/1958509/thumbnail/,13,"eremika,Attack on Titan,Eren,Mikasa Ackerman,eren yeager,mikasa",Between heaven and hell #คำตอบสุดท้ายของมิคาสะ,"1,630",,คำตอบสุดท้ายของมิคาสะ
84,Zoufflé-le,นิยาย Boy Love Secret Room,0,นิยายไม่สนุกแต่รับวาดรูปนะคะ ติดต่อได้สองเฟสทักแชทมาได้เยย(ช่วงนี้รับแต่ตัวละครผู้หญิงนะคะ) FB : Xe,1,จบ,2.0,https://cdn.readawrite.com/articles/1959/1958578/thumbnail/,0,,#อารัญกับหนาว,102,,อารัญกับหนาว
85,saki,แฟนฟิคชั่น,4,มันเจ็บ.. ทั้งๆที่ตัวเขาไม่ได้ทำอะไรเลย เลิกได้เเล้ว พอได้เเล้ว ทิ้งสิ่งที่ตัวเองรักเเล้วหันหลังวิ่ง,15,จบ,0.0,https://cdn.readawrite.com/articles/1959/1958594/thumbnail/,4,"HQ,Haikyuu,Haikyuufanfic,Haikyuu!!,allhinata,hinata,TsukiHina,KageHina,KenHina,Sad,อาทิตย์อับเเสง",[haikyuu] Sunshine #อาทิตย์อับเเสง,182,,อาทิตย์อับเเสง
86,โดเลมี่,ชุมชนคนขี้ชิป,0,"""พี่คินจ้าาาาา หนูกลับมาแล้วววววว""",1,จบ,1.0,https://cdn.readawrite.com/articles/1958/1957631/thumbnail/,0,"กุกวี,kookv,Jongkook,แทแท,แทฮยอง",#คินฟ้า KOOKV,53,,คินฟ้า
87,ppeachmm,นิยาย Boy Love Lovely Room,1,ไม่มีใครเป็นเจ้าของดวงอาทิตย์ได้ พระจันทร์ดวงน้อยๆ อย่างผมยังไม่อาจเอื้อมจะคว้าคุณมาไว้ในครอบครอง แม,2,จบ,0.0,https://cdn.readawrite.com/articles/1958/1957624/thumbnail/,1,"t e a r,TEAR,Yaoi",t e a r #จากดวงจันทร์ถึงดวงอาทิตย์,81,,จากดวงจันทร์ถึงดวงอาทิตย์
88,Jjj_jinne,ชุมชนคนขี้ชิป,10,“พี่ยีนชอบกินอะไรเดี๋ยววันหลังจะซื้อมาให้” “ซุบ” “จะเอาซุปอะไร”,14,จบ,3.0,https://cdn.readawrite.com/articles/1958/1957739/thumbnail/,5,"Soobin,Yeonjun,yeonbin,TxT",Soup #พี่ยีนอย่าแกล้งซุบ,"8,984",,พี่ยีนอย่าแกล้งซุบ
89,𝚒 𝚑𝚎𝚛𝚎 𝚝𝚞,ลิปสติกสีลิลลี่,19,กูจะเอาม้วนแรกนี่ไปล้างละ,82,จบ,2.0,https://cdn.readawrite.com/articles/1960/1959285/thumbnail/,15,"Seulrene,RedVelvet",#ครามฟ้า | SEULRENE,"26,683",,ครามฟ้า
90,moreash,แฟนฟิคชั่น,4,sf - pop/stars (spe) #จ้าวไอ๊: แฟนฟิคชั่น,5,จบ,1.0,https://cdn.readawrite.com/articles/1960/1959579/thumbnail/,3,"ashisland,kidmilli,kidcozyboy,SMTM,ambitionmuzik,indigo,schoolrapper",sf - pop/stars (spe) #จ้าวไอ๊,169,,จ้าวไอ๊
91,มิสเตอร์บี้🐺,แฟนฟิคชั่น,14,เธอก็ยังเป็นเธออยู่ดี,26,จบ,1.0,https://cdn.readawrite.com/articles/1960/1959921/thumbnail/,12,"Chaenie,เบอร์​ลินที่รัก,นิยาย Girl Love/ Yuri",[OS]​#เบอร์ลินที่รัก|Chaenie,964,,เบอร์ลินที่รัก
92,honey and lemonade,ชุมชนคนขี้ชิป,19,ice x garden | sunghoon x jungwon,51,จบ,2.0,https://cdn.readawrite.com/articles/1960/1959978/thumbnail/,12,"iland,hoonjungwon,sunghoon,jungwon,ฮุนจองวอน,ซองฮุน,จองวอน",Into the Eden | #ฮจวอีเดน,"57,582",,ฮจวอีเดน
93,•3•,นิยาย Boy Love Lovely Room,2,หลังจากนางวันทองตาย ขุนช้างนั้นรู้สึกผิดมากเเละโทษตัวเองเสมอว่าถ้าเราไม่เเย่งนางมา นางคงไม่ตาย เเละ,9,จบ,2.0,https://cdn.readawrite.com/articles/1959/1958941/thumbnail/,2,"ขุนช้างขุนแผน,Boy Love/Yaoi,ระลึกชาติ",Sorry|ขอโทษ#ขุนช้างขุนเเผน,256,ขอโทษ,ขุนช้างขุนเเผน
94,G2l,ชุมชนคนขี้ชิป,28,ผมทำทุกอย่างเพื่อไล่ตามพี่ให้ทัน ในวันที่ใกล้จะได้ยืนเคียงข้าง พี่กลับหายไป? เกือบหนึึ่งปีที่ผมพยามย,37,จบ,5.0,https://cdn.readawrite.com/articles/1961/1960604/thumbnail/,13,"ปอนด์กล้า,เอกกล้า,เจมส์เต้",The Lurker🥑 #ปอนด์กล้า #เอกกล้า,"96,451",,ปอนด์กล้า
